WarNum,WarName,V5RegionNum,WarType,CcodeA,SideA,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TotNatMonWar,TransFrom,Initiator,Outcome,TransTo,DeathsSideA,DeathsSideB,TotalBDeaths,Version,WarTypeC,V5RegionC,OutcomeC,WarTypeD,OutcomeD,TotalBDeathsU,Americas,Phase1_st,Phase2_st,Phase3_st,Phase4_st,Phase1_en,Phase2_en,Phase3_en,Phase4_en,InitiatorDeaths,RecipientDeaths,InitiatorDeaths2,RecipientDeaths2,AbsDiffDeaths,RelDiffDeaths,StartYR_Norm,InitiatorDeathsImp,RecipientDeathsImp,AbsDiffDeathsImp,RelDiffDeathsImp,OutcomeE,cluster
741,Tibetan Khamba Rebellion of 1956-1959,6,5,710,China,Khamba Tibetans,0,3,1,1956,4,14,1959,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1124,37.47,37.47,-8,China,1,-8,10000,10000,20000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,20000,Not in Americas,1956-03-01,NA,NA,NA,1959-04-14,NA,NA,NA,10000,10000,10000,10000,0,0,138,10000,10000,0,0,Initiator Won,4
741.5,Naga Insurgency phase 1 of 1956-1957,6,5,750,India,Naga Home Guard,0,4,-9,1956,3,-9,1957,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,331,11.03,11.03,-8,India,7,-8,-9,-9,1000,5.1,Civil War: Local Issues,Asia and Oceania,Conflict continues below war level,Civil War: Local Issues,Other,1000,Not in Americas,1956-04-09,NA,NA,NA,1957-03-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,138,56000,44398,11602,0.016527065527065527,Other,4
742,Permesta Rebellion of 1958-1961,6,4,850,Indonesia,Permesta Rebels,0,2,21,1958,8,17,1961,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1257,41.9,41.9,-8,Indonesia,1,-8,4000,2000,6000,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,6000,Not in Americas,1958-02-21,NA,NA,NA,1961-08-17,NA,NA,NA,4000,2000,4000,2000,2000,0.002849002849002849,140,4000,2000,2000,0.002849002849002849,Initiator Won,1
743,First Lebanese War of 1958,5,4,660,Lebanon,National Front,1,5,9,1958,8,4,1958,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,86,2.87,6.03,-8,National Front,6,-8,-9,-9,2500,5.1,Civil War: Central Control,Middle East and North Africa,Stalemate,Civil War: Central Control,Other,2500,Not in Americas,1958-05-09,NA,NA,NA,1958-08-04,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,140,3000,2000,1000,0.0014245014245014246,Other,2
745,Cuban Revolution of 1958-1959,1,4,40,Cuba,Fidelistas,0,5,24,1958,1,2,1959,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,219,7.3,7.3,-8,Cuba,2,-8,2000,1000,3000,5.1,Civil War: Central Control,North America,Side B wins,Civil War: Central Control,Side B,3000,Americas,1958-05-24,NA,NA,NA,1959-01-02,NA,NA,NA,2000,1000,2000,1000,1000,0.0014245014245014246,140,2000,1000,1000,0.0014245014245014246,Other,1
746,Second Burmese War of 1958-1960,6,4,775,Burma,Karens & Communists,0,10,28,1958,4,-9,1960,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,528,17.6,17.6,-8,Burma,7,-8,500,1000,1500,5.1,Civil War: Central Control,Asia and Oceania,Conflict continues below war level,Civil War: Central Control,Other,1500,Not in Americas,1958-10-28,NA,NA,NA,1960-04-09,NA,NA,NA,500,1000,500,1000,-500,7.122507122507123e-4,140,500,1000,-500,7.122507122507123e-4,Other,1
747,Mosul Revolt of 1959,5,4,645,Iraq,Pro-Western Factions,0,3,7,1959,3,10,1959,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,0.13,-8,Pro-Western Factions,1,-8,-9,-9,1200,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,1200,Not in Americas,1959-03-07,NA,NA,NA,1959-03-10,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,141,14737,10000,4737,0.006747863247863248,Other,1
748,Vietnam War phase 1 of 1960-1965,6,4,817,Republic of Vietnam,NLF,1,1,17,1960,2,6,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1820,60.67,116.03,-8,NLF,4,163,25458,41500,66958,5.1,Civil War: Central Control,Asia and Oceania,War transformed into another War,Civil War: Central Control,Other,50000,Not in Americas,1960-01-17,NA,NA,NA,1965-02-06,NA,NA,NA,41500,25458,41500,25458,16042,0.022851851851851852,142,41500,25458,16042,0.022851851851851852,Other,2
749,First Laotian War of 1960-1968,6,4,812,Laos,Pathet Lao,1,5,24,1960,6,6,1961,1,25,1962,6,23,1962,3,19,1963,1,12,1968,-8,-8,-8,-8,-8,-8,2256,75.2,199.27,-8,Pathet Lao,4,170,-9,-9,10000,5.1,Civil War: Central Control,Asia and Oceania,War transformed into another War,Civil War: Central Control,Other,10000,Not in Americas,1960-05-24,1962-01-25,NA,NA,1961-06-06,1962-06-23,NA,NA,-9,-9,NaN,NaN,NaN,NaN,142,3000,400,2600,0.003703703703703704,Other,2
750,First DRC War of 1960-1963,4,5,490,Democratic Republic of the Congo,Anti-Lumumba Coalition,1,7,4,1960,1,14,1963,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,911,30.37,32.5,-8,Anti-Lumumba Coalition,1,-8,-9,-9,2550,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,2550,Not in Americas,1960-07-04,NA,NA,NA,1963-01-14,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,142,30000,12825,17175,0.024465811965811966,Other,2
752,First Iraqi Kurds War of 1961-1963,5,5,645,Iraq,Kurds,1,9,11,1961,12,-9,1963,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,815,27.17,32.7,-8,Kurds,6,-8,4500,3500,8000,5.1,Civil War: Local Issues,Middle East and North Africa,Stalemate,Civil War: Local Issues,Other,8000,Not in Americas,1961-09-11,NA,NA,NA,1963-12-09,NA,NA,NA,3500,4500,3500,4500,-1000,0.0014245014245014246,143,3500,4500,-1000,0.0014245014245014246,Other,2
753,Algerian Revolution of 1962,5,4,615,Algeria,ALN,0,7,25,1962,12,4,1962,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,130,4.33,4.33,-8,ALN,2,-8,-9,-9,2000,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,2000,Not in Americas,1962-07-25,NA,NA,NA,1962-12-04,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,144,20000,6250,13750,0.019586894586894586,Recipient Won,1
755,North Yemen War of 1962-1970,5,4,678,Yemen Arab Republic,Royalists,1,10,6,1962,3,28,1970,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2693,89.77,152.13,-8,Royalists,1,-8,-9,-9,53500,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,50000,Not in Americas,1962-10-06,NA,NA,NA,1970-03-28,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,144,6000,1100,4900,0.00698005698005698,Other,2
757,First Ogaden War of 1963-1964,4,5,530,Ethiopia,OLF,1,6,-9,1963,3,30,1964,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,286,9.53,14.07,-8,OLF,3,-8,-9,-9,2000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Compromise,Civil War: Local Issues,Other,2000,Not in Americas,1963-06-09,NA,NA,NA,1964-03-30,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,145,17900,34216,-16316,0.02324216524216524,Other,2
758,First South Sudan War of 1963-1972,5,5,625,Sudan,Anya Nya,1,9,9,1963,2,27,1972,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3049,101.63,135.07,-8,Anya Nya,3,-8,-9,-9,100000,5.1,Civil War: Local Issues,Middle East and North Africa,Compromise,Civil War: Local Issues,Other,50000,Not in Americas,1963-09-09,NA,NA,NA,1972-02-27,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,145,70020,50000,20020,0.02851851851851852,Other,2
760,First Rwanda War of 1963-1964,4,4,517,Rwanda,Tutsi Rebels,0,12,21,1963,7,-9,1964,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,205,6.83,6.83,-8,Tutsi,1,-8,100,900,1000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,1000,Not in Americas,1963-12-21,NA,NA,NA,1964-07-09,NA,NA,NA,900,100,900,100,800,0.0011396011396011395,145,900,100,800,0.0011396011396011395,Other,1
761,Second DRC War of 1964-1965,4,5,490,Democratic Republic of the Congo,Jeunesse,0,1,6,1964,12,31,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,716,23.87,23.87,-8,Jeunesse,1,-8,-9,-9,6250,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,6250,Not in Americas,1964-01-06,NA,NA,NA,1965-12-31,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,146,3000,1400,1600,0.002279202279202279,Other,4
762,Third DRC Rebellion of 1964-1965,4,4,490,Democratic Republic of the Congo,CNL,1,4,15,1964,10,10,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,536,17.87,32,-8,CNL,1,-8,305,4500,4805,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,4805,Not in Americas,1964-04-15,NA,NA,NA,1965-10-10,NA,NA,NA,4500,305,4500,305,4195,0.005975783475783476,146,4500,305,4195,0.005975783475783476,Other,2
765,Second Iraqi Kurds War of 1965-1966,5,5,645,Iraq,KDP Factions,0,4,3,1965,6,21,1966,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,439,14.63,14.63,-8,Iraq,3,-8,2000,1000,3000,5.1,Civil War: Local Issues,Middle East and North Africa,Compromise,Civil War: Local Issues,Other,3000,Not in Americas,1965-04-03,NA,NA,NA,1966-06-21,NA,NA,NA,2000,1000,2000,1000,1000,0.0014245014245014246,147,2000,1000,1000,0.0014245014245014246,Other,4
766,Dominican Republic War of 1965,1,4,42,Dominican Republic,Constitutionalists,1,4,24,1965,9,6,1965,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,133,4.43,8.7,-8,Constitutionalists,7,-8,869,600,1469,5.1,Civil War: Central Control,North America,Conflict continues below war level,Civil War: Central Control,Other,1469,Americas,1965-04-24,NA,NA,NA,1965-09-06,NA,NA,NA,600,869,600,869,-269,3.831908831908832e-4,147,600,869,-269,3.831908831908832e-4,Other,2
767,Third Burmese War of 1965-1993,6,4,775,Burma,Karens & Communists,1,5,1,1965,5,24,1980,1,-9,1981,4,8,1993,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9828,327.6,465.97,-8,Burma,7,-8,-9,-9,69000,5.1,Civil War: Central Control,Asia and Oceania,Conflict continues below war level,Civil War: Central Control,Other,50000,Not in Americas,1965-05-01,1981-01-09,NA,NA,1980-05-24,1993-04-08,NA,NA,-9,-9,NaN,NaN,NaN,NaN,147,10000,3000,7000,0.009971509971509971,Other,2
768,First Uganda War of 1966,4,5,500,Uganda,Buganda,0,5,23,1966,6,1,1966,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9,0.3,0.3,-8,Uganda,1,-8,-9,-9,1000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,1000,Not in Americas,1966-05-23,NA,NA,NA,1966-06-01,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,148,400,1000,-600,8.547008547008547e-4,Initiator Won,4
770,First Guatemala War of 1966-1968,1,4,90,Guatemala,Leftists,1,10,3,1966,3,30,1968,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,538,17.93,40.37,-8,Guatemala,7,-8,1028,1400,2428,5.1,Civil War: Central Control,North America,Conflict continues below war level,Civil War: Central Control,Other,2428,Americas,1966-10-03,NA,NA,NA,1968-03-30,NA,NA,NA,1028,1400,1028,1400,-372,5.299145299145299e-4,148,1028,1400,-372,5.299145299145299e-4,Other,2
771.5,First West Papua War of 1967-1968,6,5,850,Indonesia,OPM,0,1,1,1967,11,30,1968,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,690,23,23,-8,Indonesia,1,-8,-9,-9,3000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,3000,Not in Americas,1967-01-01,NA,NA,NA,1968-11-30,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,149,1800,700,1100,0.0015669515669515669,Initiator Won,4
772,Cultural Revolution phase 1 of 1967,6,6,-8,Regional Militaries,Red Guards,0,1,9,1967,9,4,1967,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,236,7.87,7.87,-8,Red Guards,4,776,-9,-9,10000,5.1,Regional Internal,Asia and Oceania,War transformed into another War,Other,Other,10000,Not in Americas,1967-01-09,NA,NA,NA,1967-09-04,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,149,6000,1800,4200,0.005982905982905983,Other,4
775,Biafra War of 1967-1970,4,5,475,Nigeria,Biafra,0,7,6,1967,1,13,1970,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,908,30.27,30.27,-8,Nigeria,1,-8,30000,15000,45000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,45000,Not in Americas,1967-07-06,NA,NA,NA,1970-01-13,NA,NA,NA,30000,15000,30000,15000,15000,0.021367521367521368,149,30000,15000,15000,0.021367521367521368,Initiator Won,4
776,Cultural Revolution phase 2 of 1967-1968,6,5,710,China,Red Guards,0,9,5,1967,9,5,1968,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,361,12.03,12.03,772,China,1,-8,-9,-9,10000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,10000,Not in Americas,1967-09-05,NA,NA,NA,1968-09-05,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,149,200000,360000,-160000,0.22792022792022792,Initiator Won,4
776.3,First Chad Rebellion of 1968-1971,4,4,483,Chad,FROLINAT,1,3,-9,1968,6,16,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1172,39.07,72.7,-8,FROLINAT,1,-8,550,3000,3550,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,3550,Not in Americas,1968-03-09,NA,NA,NA,1971-06-16,NA,NA,NA,3000,550,3000,550,2450,0.00349002849002849,150,3000,550,2450,0.00349002849002849,Other,2
777,Third Iraqi Kurds War of 1968-1970,5,5,645,Iraq,KDP-Barzani,0,12,-9,1968,3,11,1970,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,447,14.9,14.9,-8,KDP,3,-8,2000,1000,3000,5.1,Civil War: Local Issues,Middle East and North Africa,Compromise,Civil War: Local Issues,Other,3000,Not in Americas,1968-12-09,NA,NA,NA,1970-03-11,NA,NA,NA,1000,2000,1000,2000,-1000,0.0014245014245014246,150,1000,2000,-1000,0.0014245014245014246,Other,4
778,Naxalite Rebellion of 1970-1971,6,4,750,India,Naxalite Marxists,0,3,-9,1970,8,-9,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,511,17.03,17.03,-8,Naxalite Marxists,1,-8,-9,-9,1400,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,1400,Not in Americas,1970-03-09,NA,NA,NA,1971-08-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,152,14000,10000,4000,0.005698005698005698,Other,1
780,Black September War of 1970,5,4,663,Jordan,Palestinians,1,9,13,1970,9,24,1970,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,0.53,-8,Jordan,1,-8,750,1000,1750,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,1750,Not in Americas,1970-09-13,NA,NA,NA,1970-09-24,NA,NA,NA,750,1000,750,1000,-250,3.5612535612535614e-4,152,750,1000,-250,3.5612535612535614e-4,Initiator Won,2
781,Second Guatemala War of 1970-1971,1,4,90,Guatemala,Leftists,0,11,13,1970,9,15,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,303,10.1,10.1,-8,Guatemala,1,-8,100,900,1000,5.1,Civil War: Central Control,North America,Side A wins,Civil War: Central Control,Side A,1000,Americas,1970-11-13,NA,NA,NA,1971-09-15,NA,NA,NA,100,900,100,900,-800,0.0011396011396011395,152,100,900,-800,0.0011396011396011395,Initiator Won,1
782,Pakistan - Bengal War of 1971,6,5,770,Pakistan,Bengalis,1,3,25,1971,12,2,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,248,8.27,8.7,-8,Pakistan,4,178,5000,15000,20000,5.1,Civil War: Local Issues,Asia and Oceania,War transformed into another War,Civil War: Local Issues,Other,20000,Not in Americas,1971-03-25,NA,NA,NA,1971-12-02,NA,NA,NA,5000,15000,5000,15000,-10000,0.014245014245014245,153,5000,15000,-10000,0.014245014245014245,Other,2
783,First Sri Lanka-JVP War of 1971,6,4,780,Sri Lanka,JVP,0,4,4,1971,6,30,1971,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,87,2.9,2.9,-8,JVP,1,-8,63,1937,2000,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,2000,Not in Americas,1971-04-04,NA,NA,NA,1971-06-30,NA,NA,NA,1937,63,1937,63,1874,0.0026695156695156694,153,1937,63,1874,0.0026695156695156694,Other,1
785,First Khmer Rouge War of 1971-1975,6,4,811,Cambodia,Khmer Rouge,1,12,4,1971,4,17,1975,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1214,40.47,115.67,176,Khmer Rouge,2,-8,44398,56000,100398,5.1,Civil War: Central Control,Asia and Oceania,Side B wins,Civil War: Central Control,Side B,50000,Not in Americas,1971-12-04,NA,NA,NA,1975-04-17,NA,NA,NA,56000,44398,56000,44398,11602,0.016527065527065527,153,56000,44398,11602,0.016527065527065527,Recipient Won,2
786,First Philippine - Moro War of 1972-1981,6,5,840,Philippines,MNLF Moros,0,1,1,1972,4,19,1981,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3349,111.63,111.63,-8,MNLF,7,-8,12000,20000,32000,5.1,Civil War: Local Issues,Asia and Oceania,Conflict continues below war level,Civil War: Local Issues,Other,32000,Not in Americas,1972-01-01,NA,NA,NA,1981-04-19,NA,NA,NA,20000,12000,20000,12000,8000,0.011396011396011397,154,20000,12000,8000,0.011396011396011397,Other,4
787,Thai Communist Insurgency of 1972-1973,6,4,800,Thailand,People's Liberation Army,0,1,-9,1972,10,15,1973,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,631,21.03,21.03,-8,Thailand,7,-8,1300,700,2000,5.1,Civil War: Central Control,Asia and Oceania,Conflict continues below war level,Civil War: Central Control,Other,2000,Not in Americas,1972-01-09,NA,NA,NA,1973-10-15,NA,NA,NA,1300,700,1300,700,600,8.547008547008547e-4,154,1300,700,600,8.547008547008547e-4,Other,1
788,Eritrean Split of 1972-1974,4,7,-8,ELF,EPLF,0,2,-9,1972,10,13,1974,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,959,31.97,31.97,-8,ELF,6,-8,-9,-9,3000,5.1,Intercommunal,Sub-Saharan Africa,Stalemate,Other,Other,3000,Not in Americas,1972-02-09,NA,NA,NA,1974-10-13,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,154,1051,2000,-949,0.001351851851851852,Other,4
789,First Burundi War of 1972,4,4,516,Burundi,Hutu,0,4,29,1972,5,10,1972,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,27,0.9,0.9,-8,Hutu,1,-8,250,750,1000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,1000,Not in Americas,1972-04-29,NA,NA,NA,1972-05-10,NA,NA,NA,750,250,750,250,500,7.122507122507123e-4,154,750,250,500,7.122507122507123e-4,Other,1
792,Baluchi Separatists War of 1973-1977,6,5,770,Pakistan,Baluchi Rebels,0,1,25,1973,5,-9,1975,1,-9,1976,7,-9,1977,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1372,45.73,45.73,-8,Pakistan,1,-8,3300,5300,8600,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,8600,Not in Americas,1973-01-25,1976-01-09,NA,NA,1975-05-09,NA,NA,NA,3300,5300,3300,5300,-2000,0.002849002849002849,155,3300,5300,-2000,0.002849002849002849,Initiator Won,4
793,Chilean Coup of 1973,2,4,155,Chile,Military Rebels,0,9,11,1973,9,15,1973,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,0.17,0.17,-8,Military Rebels,2,-8,3000,200,3200,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,3200,Americas,1973-09-11,NA,NA,NA,1973-09-15,NA,NA,NA,200,3000,200,3000,-2800,0.003988603988603989,155,200,3000,-2800,0.003988603988603989,Recipient Won,1
795,Dhofar Rebellion phase 2 of 1973-1975,5,5,698,Oman,PFLOAG,1,10,-9,1973,12,11,1975,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,777,25.9,77.7,-8,Oman,6,-8,2035,1200,3235,5.1,Civil War: Local Issues,Middle East and North Africa,Stalemate,Civil War: Local Issues,Other,3235,Not in Americas,1973-10-09,NA,NA,NA,1975-12-11,NA,NA,NA,2035,1200,2035,1200,835,0.0011894586894586894,155,2035,1200,835,0.0011894586894586894,Other,2
797,Fourth Iraqi  Kurds War of 1974-1975,5,5,645,Iraq,KDP-Barzani,1,3,12,1974,4,1,1975,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,380,12.67,14.4,-8,KDP,1,-8,2500,2000,4500,5.1,Civil War: Local Issues,Middle East and North Africa,Side A wins,Civil War: Local Issues,Side A,4500,Not in Americas,1974-03-12,NA,NA,NA,1975-04-01,NA,NA,NA,2000,2500,2000,2500,-500,7.122507122507123e-4,156,2000,2500,-500,7.122507122507123e-4,Other,2
798,Eritrean War of 1975-1979,4,5,530,Ethiopia,EPLF and ELF,1,1,31,1975,11,?,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1726,57.53,66.57,-8,EPLF and ELF,1,-8,7100,6000,13100,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,13100,Not in Americas,1975-01-31,NA,NA,NA,NA,NA,NA,NA,6000,7100,6000,7100,-1100,0.0015669515669515669,157,6000,7100,-1100,0.0015669515669515669,Other,2
800,Argentine Leftists War of 1975-1976,2,4,160,Argentina,Monteneros and ERP,0,2,22,1975,12,16,1976,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,655,21.83,21.83,-8,Monteneros and ERP,1,-8,470,4000,4470,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,4470,Americas,1975-02-22,NA,NA,NA,1976-12-16,NA,NA,NA,4000,470,4000,470,3530,0.005028490028490028,157,4000,470,3530,0.005028490028490028,Other,1
801,Second Lebanese War of 1975-1976,5,7,-8,Maronite militias,Lebanese National Movement,1,4,13,1975,4,16,1975,5,25,1975,11,14,1976,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,534,17.8,25,-8,Phalange,3,-8,-9,-9,15000,5.1,Intercommunal,Middle East and North Africa,Compromise,Other,Other,15000,Not in Americas,1975-04-13,1975-05-25,NA,NA,1975-04-16,1976-11-14,NA,NA,-9,-9,NaN,NaN,NaN,NaN,157,20000,500,19500,0.027777777777777776,Other,2
803,Second Laotian War of 1976-1979,6,5,812,Laos,Chao Fa Rebels,1,1,-9,1976,2,-9,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1111,37.03,74.07,-8,Chao Fa Rebels,1,-8,-9,5000,-9,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,-9,Not in Americas,1976-01-09,NA,NA,NA,1979-02-09,NA,NA,NA,5000,-9,5000,NaN,5009,0.0071353276353276355,158,5000,2400,2600,0.003703703703703704,Other,2
804,Angolan Control War of 1976-1991,4,4,540,Angola,UNITA,1,2,13,1976,5,15,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5493,183.1,482.63,186,UNITA,3,-8,36000,66600,102600,5.1,Civil War: Central Control,Sub-Saharan Africa,Compromise,Civil War: Central Control,Other,50000,Not in Americas,1976-02-13,NA,NA,NA,1991-05-15,NA,NA,NA,66600,36000,66600,36000,30600,0.04358974358974359,158,66600,36000,30600,0.04358974358974359,Other,2
804.5,Rhodesia War of 1976-1979,4,4,552,Rhodesia,Patriotic Front,0,5,2,1976,12,28,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1317,43.9,43.9,-8,Patriotic Front,2,-8,950,10000,10950,5.1,Civil War: Central Control,Sub-Saharan Africa,Side B wins,Civil War: Central Control,Side B,10950,Not in Americas,1976-05-02,NA,NA,NA,1979-12-28,NA,NA,NA,10000,950,10000,950,9050,0.012891737891737892,158,10000,950,9050,0.012891737891737892,Recipient Won,1
